Number of features, Features, Mean Accuracy, Std Accuracy
2,4+9,0.401089554577,0.0164467472676
2,4+10,0.401089554577,0.0164467472676
2,4+11,0.401089554577,0.0164467472676
2,4+12,0.394530414792,0.018222670471
2,4+13,0.394530414792,0.018222670471
2,4+14,0.401089554577,0.0164467472676
2,4+15,0.394530414792,0.018222670471
2,4+16,0.401089554577,0.0164467472676
2,4+17,0.394530414792,0.018222670471
2,4+18,0.401089554577,0.0164467472676
2,4+19,0.401089554577,0.0164467472676
2,4+20,0.394530414792,0.018222670471
2,4+21,0.394530414792,0.018222670471
2,4+22,0.401089554577,0.0164467472676
2,4+23,0.394530414792,0.018222670471
2,4+24,0.401089554577,0.0164467472676
2,4+25,0.394530414792,0.018222670471
2,4+26,0.394530414792,0.018222670471
2,4+27,0.394530414792,0.018222670471
2,4+28,0.394530414792,0.018222670471
2,4+29,0.394530414792,0.018222670471
2,4+30,0.394530414792,0.018222670471
2,4+31,0.394530414792,0.018222670471
2,4+32,0.394530414792,0.018222670471
2,4+33,0.394530414792,0.018222670471
2,5+6,0.39930859957,0.0646136499746
2,5+7,0.390826711088,0.0189772858632
2,5+8,0.39930859957,0.0646136499746
2,5+9,0.39930859957,0.0646136499746
2,5+10,0.394876036912,0.0295619858804
2,5+11,0.394876036912,0.0295619858804
2,5+12,0.387979485187,0.038944473825
2,5+13,0.390826711088,0.0189772858632
2,5+14,0.39930859957,0.0646136499746
2,5+15,0.387600904636,0.0218598703816
2,5+16,0.39930859957,0.0646136499746
2,5+17,0.394530414792,0.018222670471
2,5+18,0.387979485187,0.038944473825
2,5+19,0.39142776105,0.0329890295032
2,5+20,0.39142776105,0.0329890295032
2,5+21,0.387600904636,0.0218598703816
2,5+22,0.39930859957,0.0646136499746
2,5+23,0.387600904636,0.0218598703816
2,5+24,0.39930859957,0.0646136499746
2,5+25,0.394530414792,0.018222670471
2,5+26,0.387600904636,0.0218598703816
2,5+27,0.394530414792,0.018222670471
2,5+28,0.394530414792,0.018222670471
2,5+29,0.394530414792,0.018222670471
2,5+30,0.394530414792,0.018222670471
2,5+31,0.394530414792,0.018222670471
2,5+32,0.394530414792,0.018222670471
2,5+33,0.394530414792,0.018222670471
2,6+7,0.359585031621,0.0486284065934
2,6+8,0.394530414792,0.018222670471
2,6+9,0.394530414792,0.018222670471
2,6+10,0.353003253287,0.0972203442017
2,6+11,0.370084403916,0.0935322722988
2,6+12,0.365113292344,0.094618635695
2,6+13,0.359585031621,0.0486284065934
2,6+14,0.394530414792,0.018222670471
2,6+15,0.323871142041,0.0362784074844
2,6+16,0.394530414792,0.018222670471
2,6+17,0.371582025069,0.0487721438534
2,6+18,0.36162384787,0.0790876780748
2,6+19,0.383784436015,0.0914257908959
2,6+20,0.346639869832,0.0830881679455
2,6+21,0.323871142041,0.0362784074844
2,6+22,0.394530414792,0.018222670471
2,6+23,0.355023679818,0.0403783327703
2,6+24,0.394530414792,0.018222670471
2,6+25,0.387838999875,0.0298925663077
2,6+26,0.355023679818,0.0403783327703
2,6+27,0.323128694525,0.0284115316496
2,6+28,0.390826711088,0.0189772858632
2,6+29,0.394530414792,0.018222670471
2,6+30,0.394530414792,0.018222670471
2,6+31,0.394530414792,0.018222670471
2,6+32,0.394530414792,0.018222670471
2,6+33,0.394530414792,0.018222670471
2,7+8,0.359585031621,0.0486284065934
2,7+9,0.359585031621,0.0486284065934
2,7+10,0.358916099967,0.0542066742719
2,7+11,0.355617689895,0.0712601239306
2,7+12,0.352638188862,0.0603954279278
2,7+13,0.345140587176,0.0618822618889
2,7+14,0.359585031621,0.0486284065934
2,7+15,0.373741089792,0.0571294222586
2,7+16,0.359585031621,0.0486284065934
2,7+17,0.39095898622,0.0214199341701
2,7+18,0.362793505469,0.0702765143562
2,7+19,0.370565832429,0.0756479724003
2,7+20,0.373419303681,0.0572796915837
2,7+21,0.373741089792,0.0571294222586
2,7+22,0.359585031621,0.0486284065934
2,7+23,0.348547250755,0.0949723196788
2,7+24,0.359585031621,0.0486284065934
2,7+25,0.394530414792,0.018222670471
2,7+26,0.348547250755,0.0949723196788
2,7+27,0.412210840698,0.0355709591419
2,7+28,0.394530414792,0.018222670471
2,7+29,0.394530414792,0.018222670471
2,7+30,0.394530414792,0.018222670471
2,7+31,0.394530414792,0.018222670471
2,7+32,0.394530414792,0.018222670471
2,7+33,0.394530414792,0.018222670471
2,8+9,0.394530414792,0.018222670471
2,8+10,0.353003253287,0.0972203442017
2,8+11,0.370084403916,0.0935322722988
2,8+12,0.365113292344,0.094618635695
2,8+13,0.359585031621,0.0486284065934
2,8+14,0.394530414792,0.018222670471
2,8+15,0.323871142041,0.0362784074844
2,8+16,0.394530414792,0.018222670471
2,8+17,0.371582025069,0.0487721438534
2,8+18,0.36162384787,0.0790876780748
2,8+19,0.383784436015,0.0914257908959
2,8+20,0.346639869832,0.0830881679455
2,8+21,0.323871142041,0.0362784074844
2,8+22,0.394530414792,0.018222670471
2,8+23,0.355023679818,0.0403783327703
2,8+24,0.394530414792,0.018222670471
2,8+25,0.387838999875,0.0298925663077
2,8+26,0.351452251246,0.0415940944701
2,8+27,0.323128694525,0.0284115316496
2,8+28,0.390826711088,0.0189772858632
2,8+29,0.394530414792,0.018222670471
2,8+30,0.394530414792,0.018222670471
2,8+31,0.394530414792,0.018222670471
2,8+32,0.394530414792,0.018222670471
2,8+33,0.394530414792,0.018222670471
2,9+10,0.353003253287,0.0972203442017
2,9+11,0.370084403916,0.0935322722988
2,9+12,0.365113292344,0.094618635695
2,9+13,0.359585031621,0.0486284065934
2,9+14,0.394530414792,0.018222670471
2,9+15,0.323871142041,0.0362784074844
2,9+16,0.394530414792,0.018222670471
2,9+17,0.371582025069,0.0487721438534
2,9+18,0.36162384787,0.0790876780748
2,9+19,0.383784436015,0.0914257908959
2,9+20,0.346639869832,0.0830881679455
2,9+21,0.323871142041,0.0362784074844
2,9+22,0.394530414792,0.018222670471
2,9+23,0.355023679818,0.0403783327703
2,9+24,0.394530414792,0.018222670471
2,9+25,0.387838999875,0.0298925663077
2,9+26,0.351452251246,0.0415940944701
2,9+27,0.323128694525,0.0284115316496
2,9+28,0.390826711088,0.0189772858632
2,9+29,0.394530414792,0.018222670471
2,9+30,0.394530414792,0.018222670471
2,9+31,0.394530414792,0.018222670471
2,9+32,0.394530414792,0.018222670471
2,9+33,0.394530414792,0.018222670471
2,10+11,0.380046067104,0.0683432194423
2,10+12,0.376457305929,0.0650357839477
2,10+13,0.355212396264,0.0545616520856
2,10+14,0.353003253287,0.0972203442017
2,10+15,0.366638606728,0.0901352174389
2,10+16,0.353003253287,0.0972203442017
2,10+17,0.391197081458,0.0248560664613
2,10+18,0.333372638979,0.085472461237
2,10+19,0.351009277255,0.0589216848957
2,10+20,0.364977789277,0.0629527564217
2,10+21,0.366638606728,0.0901352174389
2,10+22,0.353003253287,0.0972203442017
2,10+23,0.344168908791,0.0541389841241
2,10+24,0.353003253287,0.0972203442017
2,10+25,0.394530414792,0.018222670471
2,10+26,0.344168908791,0.0541389841241
2,10+27,0.38338438042,0.0359202114577
2,10+28,0.394530414792,0.018222670471
2,10+29,0.394530414792,0.018222670471
2,10+30,0.394530414792,0.018222670471
2,10+31,0.394530414792,0.018222670471
2,10+32,0.394530414792,0.018222670471
2,10+33,0.394530414792,0.018222670471
2,11+12,0.372974106806,0.0589849059926
2,11+13,0.355617689895,0.0712601239306
2,11+14,0.370084403916,0.0935322722988
2,11+15,0.370564779842,0.0786401105104
2,11+16,0.370084403916,0.0935322722988
2,11+17,0.387493377755,0.0249239712233
2,11+18,0.391469841904,0.0570873633152
2,11+19,0.366557417164,0.0523899286912
2,11+20,0.379632563292,0.0571053909853
2,11+21,0.370564779842,0.0786401105104
2,11+22,0.370084403916,0.0935322722988
2,11+23,0.359290680687,0.0861107310456
2,11+24,0.370084403916,0.0935322722988
2,11+25,0.401567451829,0.0209870903378
2,11+26,0.359290680687,0.0861107310456
2,11+27,0.393789674051,0.0412721031474
2,11+28,0.394530414792,0.018222670471
2,11+29,0.394530414792,0.018222670471
2,11+30,0.394530414792,0.018222670471
2,11+31,0.394530414792,0.018222670471
2,11+32,0.394530414792,0.018222670471
2,11+33,0.394530414792,0.018222670471
2,12+13,0.349189913,0.0577309721097
2,12+14,0.365113292344,0.094618635695
2,12+15,0.35936256221,0.0766129125415
2,12+16,0.365113292344,0.094618635695
2,12+17,0.387625652887,0.0268470180258
2,12+18,0.404818006531,0.0377560113279
2,12+19,0.38422766806,0.0622732248132
2,12+20,0.358271217103,0.0798281393481
2,12+21,0.355791133639,0.077460888987
2,12+22,0.365113292344,0.094618635695
2,12+23,0.297873404764,0.055197877366
2,12+24,0.365113292344,0.094618635695
2,12+25,0.394530414792,0.018222670471
2,12+26,0.297873404764,0.055197877366
2,12+27,0.390456340718,0.0439554359228
2,12+28,0.390826711088,0.0189772858632
2,12+29,0.394530414792,0.018222670471
2,12+30,0.394530414792,0.018222670471
2,12+31,0.394530414792,0.018222670471
2,12+32,0.394530414792,0.018222670471
2,12+33,0.394530414792,0.018222670471
2,13+14,0.359585031621,0.0486284065934
2,13+15,0.377587243638,0.0614525295831
2,13+16,0.359585031621,0.0486284065934
2,13+17,0.39095898622,0.0214199341701
2,13+18,0.359089801765,0.0667639385446
2,13+19,0.370087935177,0.072903398689
2,13+20,0.373419303681,0.0572796915837
2,13+21,0.377587243638,0.0614525295831
2,13+22,0.359585031621,0.0486284065934
2,13+23,0.348547250755,0.0949723196788
2,13+24,0.359585031621,0.0486284065934
2,13+25,0.394530414792,0.018222670471
2,13+26,0.348547250755,0.0949723196788
2,13+27,0.412210840698,0.0355709591419
2,13+28,0.394530414792,0.018222670471
2,13+29,0.394530414792,0.018222670471
2,13+30,0.394530414792,0.018222670471
2,13+31,0.394530414792,0.018222670471
2,13+32,0.394530414792,0.018222670471
2,13+33,0.394530414792,0.018222670471
2,14+15,0.323871142041,0.0362784074844
2,14+16,0.394530414792,0.018222670471
2,14+17,0.371582025069,0.0487721438534
2,14+18,0.36162384787,0.0790876780748
2,14+19,0.383784436015,0.0914257908959
2,14+20,0.346639869832,0.0830881679455
2,14+21,0.323871142041,0.0362784074844
2,14+22,0.394530414792,0.018222670471
2,14+23,0.355023679818,0.0403783327703
2,14+24,0.394530414792,0.018222670471
2,14+25,0.387838999875,0.0298925663077
2,14+26,0.351452251246,0.0415940944701
2,14+27,0.326462027858,0.0230391321804
2,14+28,0.390826711088,0.0189772858632
2,14+29,0.394530414792,0.018222670471
2,14+30,0.394530414792,0.018222670471
2,14+31,0.394530414792,0.018222670471
2,14+32,0.394530414792,0.018222670471
2,14+33,0.394530414792,0.018222670471
2,15+16,0.323871142041,0.0362784074844
2,15+17,0.398234118496,0.0234714217657
2,15+18,0.354932691006,0.0795993875707
2,15+19,0.351484415144,0.0819833711093
2,15+20,0.323869177212,0.0613690022243
2,15+21,0.366949047533,0.0689367833237
2,15+22,0.323871142041,0.0362784074844
2,15+23,0.352377310203,0.0742284654504
2,15+24,0.323871142041,0.0362784074844
2,15+25,0.397731472993,0.0201136743174
2,15+26,0.352377310203,0.0742284654504
2,15+27,0.408639412127,0.0378592621777
2,15+28,0.394530414792,0.018222670471
2,15+29,0.394530414792,0.018222670471
2,15+30,0.394530414792,0.018222670471
2,15+31,0.394530414792,0.018222670471
2,15+32,0.394530414792,0.018222670471
2,15+33,0.394530414792,0.018222670471
2,16+17,0.371582025069,0.0487721438534
2,16+18,0.36162384787,0.0790876780748
2,16+19,0.383784436015,0.0914257908959
2,16+20,0.346639869832,0.0830881679455
2,16+21,0.323871142041,0.0362784074844
2,16+22,0.394530414792,0.018222670471
2,16+23,0.355023679818,0.0403783327703
2,16+24,0.394530414792,0.018222670471
2,16+25,0.387838999875,0.0298925663077
2,16+26,0.351452251246,0.0415940944701
2,16+27,0.323128694525,0.0284115316496
2,16+28,0.390826711088,0.0189772858632
2,16+29,0.394530414792,0.018222670471
2,16+30,0.394530414792,0.018222670471
2,16+31,0.394530414792,0.018222670471
2,16+32,0.394530414792,0.018222670471
2,16+33,0.394530414792,0.018222670471
2,17+18,0.397775518677,0.0340970111666
2,17+19,0.391101436363,0.0330354296349
2,17+20,0.394805140067,0.0325765705606
2,17+21,0.398234118496,0.0234714217657
2,17+22,0.371582025069,0.0487721438534
2,17+23,0.398234118496,0.0234714217657
2,17+24,0.371582025069,0.0487721438534
2,17+25,0.394530414792,0.018222670471
2,17+26,0.398234118496,0.0234714217657
2,17+27,0.394530414792,0.018222670471
2,17+28,0.394530414792,0.018222670471
2,17+29,0.394530414792,0.018222670471
2,17+30,0.394530414792,0.018222670471
2,17+31,0.394530414792,0.018222670471
2,17+32,0.394530414792,0.018222670471
2,17+33,0.394530414792,0.018222670471
2,18+19,0.405726740198,0.0641891942406
2,18+20,0.387935043369,0.0618121035107
2,18+21,0.354932691006,0.0795993875707
2,18+22,0.36162384787,0.0790876780748
2,18+23,0.322699309095,0.061272698069
2,18+24,0.36162384787,0.0790876780748
2,18+25,0.401567451829,0.0209870903378
2,18+26,0.322699309095,0.061272698069
2,18+27,0.394135296171,0.0411952300162
2,18+28,0.390826711088,0.0189772858632
2,18+29,0.394530414792,0.018222670471
2,18+30,0.394530414792,0.018222670471
2,18+31,0.394530414792,0.018222670471
2,18+32,0.394530414792,0.018222670471
2,18+33,0.394530414792,0.018222670471
2,19+20,0.391772074792,0.058586884044
2,19+21,0.358521452181,0.0734648840514
2,19+22,0.383784436015,0.0914257908959
2,19+23,0.320241750998,0.0645957168542
2,19+24,0.383784436015,0.0914257908959
2,19+25,0.401435176697,0.0180372351104
2,19+26,0.320241750998,0.0645957168542
2,19+27,0.401302901564,0.0512022596008
2,19+28,0.394530414792,0.018222670471
2,19+29,0.394530414792,0.018222670471
2,19+30,0.394530414792,0.018222670471
2,19+31,0.394530414792,0.018222670471
2,19+32,0.394530414792,0.018222670471
2,19+33,0.394530414792,0.018222670471
2,20+21,0.323869177212,0.0677436321841
2,20+22,0.346639869832,0.0830881679455
2,20+23,0.31274349286,0.0457980982316
2,20+24,0.346639869832,0.0830881679455
2,20+25,0.401435176697,0.0180372351104
2,20+26,0.31274349286,0.0457980982316
2,20+27,0.386980557242,0.0375290851345
2,20+28,0.390826711088,0.0189772858632
2,20+29,0.394530414792,0.018222670471
2,20+30,0.394530414792,0.018222670471
2,20+31,0.394530414792,0.018222670471
2,20+32,0.394530414792,0.018222670471
2,20+33,0.394530414792,0.018222670471
2,21+22,0.323871142041,0.0362784074844
2,21+23,0.352377310203,0.0742284654504
2,21+24,0.323871142041,0.0362784074844
2,21+25,0.397731472993,0.0201136743174
2,21+26,0.352377310203,0.0742284654504
2,21+27,0.408639412127,0.0378592621777
2,21+28,0.394530414792,0.018222670471
2,21+29,0.394530414792,0.018222670471
2,21+30,0.394530414792,0.018222670471
2,21+31,0.394530414792,0.018222670471
2,21+32,0.394530414792,0.018222670471
2,21+33,0.394530414792,0.018222670471
2,22+23,0.355023679818,0.0403783327703
2,22+24,0.394530414792,0.018222670471
2,22+25,0.387838999875,0.0298925663077
2,22+26,0.351452251246,0.0415940944701
2,22+27,0.323128694525,0.0284115316496
2,22+28,0.390826711088,0.0189772858632
2,22+29,0.394530414792,0.018222670471
2,22+30,0.394530414792,0.018222670471
2,22+31,0.394530414792,0.018222670471
2,22+32,0.394530414792,0.018222670471
2,22+33,0.394530414792,0.018222670471
2,23+24,0.355023679818,0.0403783327703
2,23+25,0.401435176697,0.0180372351104
2,23+26,0.347199096993,0.0497257549859
2,23+27,0.408902255615,0.0478970725564
2,23+28,0.394530414792,0.018222670471
2,23+29,0.394530414792,0.018222670471
2,23+30,0.394530414792,0.018222670471
2,23+31,0.394530414792,0.018222670471
2,23+32,0.394530414792,0.018222670471
2,23+33,0.394530414792,0.018222670471
2,24+25,0.387838999875,0.0298925663077
2,24+26,0.351452251246,0.0415940944701
2,24+27,0.323128694525,0.0284115316496
2,24+28,0.390826711088,0.0189772858632
2,24+29,0.394530414792,0.018222670471
2,24+30,0.394530414792,0.018222670471
2,24+31,0.394530414792,0.018222670471
2,24+32,0.394530414792,0.018222670471
2,24+33,0.394530414792,0.018222670471
2,25+26,0.401435176697,0.0180372351104
2,25+27,0.394530414792,0.018222670471
2,25+28,0.394530414792,0.018222670471
2,25+29,0.394530414792,0.018222670471
2,25+30,0.394530414792,0.018222670471
2,25+31,0.394530414792,0.018222670471
2,25+32,0.394530414792,0.018222670471
2,25+33,0.394530414792,0.018222670471
2,26+27,0.408902255615,0.0478970725564
2,26+28,0.394530414792,0.018222670471
2,26+29,0.394530414792,0.018222670471
2,26+30,0.394530414792,0.018222670471
2,26+31,0.394530414792,0.018222670471
2,26+32,0.394530414792,0.018222670471
2,26+33,0.394530414792,0.018222670471
2,27+28,0.394530414792,0.018222670471
2,27+29,0.394530414792,0.018222670471
2,27+30,0.394530414792,0.018222670471
2,27+31,0.394530414792,0.018222670471
2,27+32,0.394530414792,0.018222670471
2,27+33,0.394530414792,0.018222670471
2,28+29,0.394530414792,0.018222670471
2,28+30,0.394530414792,0.018222670471
2,28+31,0.394530414792,0.018222670471
2,28+32,0.394530414792,0.018222670471
2,28+33,0.394530414792,0.018222670471
2,29+30,0.394530414792,0.018222670471
2,29+31,0.394530414792,0.018222670471
2,29+32,0.394530414792,0.018222670471
2,29+33,0.394530414792,0.018222670471
2,30+31,0.394530414792,0.018222670471
2,30+32,0.394530414792,0.018222670471
2,30+33,0.394530414792,0.018222670471
2,31+32,0.394530414792,0.018222670471
2,31+33,0.394530414792,0.018222670471
2,32+33,0.394530414792,0.018222670471
3,0+1+2,0.394530414792,0.018222670471
3,0+1+3,0.394530414792,0.018222670471
3,0+1+4,0.394530414792,0.018222670471
3,0+1+5,0.394530414792,0.018222670471
3,0+1+6,0.394530414792,0.018222670471
3,0+1+7,0.394530414792,0.018222670471
3,0+1+8,0.394530414792,0.018222670471
3,0+1+9,0.394530414792,0.018222670471
3,0+1+10,0.394530414792,0.018222670471
3,0+1+11,0.394530414792,0.018222670471
3,0+1+12,0.394530414792,0.018222670471
3,0+1+13,0.394530414792,0.018222670471
3,0+1+14,0.394530414792,0.018222670471
3,0+1+15,0.394530414792,0.018222670471
3,0+1+16,0.394530414792,0.018222670471
3,0+1+17,0.394530414792,0.018222670471
3,0+1+18,0.394530414792,0.018222670471
3,0+1+19,0.394530414792,0.018222670471
3,0+1+20,0.394530414792,0.018222670471
3,0+1+21,0.394530414792,0.018222670471
3,0+1+22,0.394530414792,0.018222670471
3,0+1+23,0.394530414792,0.018222670471
3,0+1+24,0.394530414792,0.018222670471
3,0+1+25,0.394530414792,0.018222670471
3,0+1+26,0.394530414792,0.018222670471
3,0+1+27,0.394530414792,0.018222670471
3,0+1+28,0.394530414792,0.018222670471
3,0+1+29,0.394530414792,0.018222670471
3,0+1+30,0.394530414792,0.018222670471
3,0+1+31,0.394530414792,0.018222670471
3,0+1+32,0.394530414792,0.018222670471
3,0+1+33,0.394530414792,0.018222670471
3,0+2+3,0.394530414792,0.018222670471
3,0+2+4,0.394530414792,0.018222670471
3,0+2+5,0.394530414792,0.018222670471
3,0+2+6,0.394530414792,0.018222670471
3,0+2+7,0.394530414792,0.018222670471
3,0+2+8,0.394530414792,0.018222670471
3,0+2+9,0.394530414792,0.018222670471
3,0+2+10,0.394530414792,0.018222670471
3,0+2+11,0.394530414792,0.018222670471
3,0+2+12,0.394530414792,0.018222670471
3,0+2+13,0.394530414792,0.018222670471
3,0+2+14,0.394530414792,0.018222670471
3,0+2+15,0.394530414792,0.018222670471
3,0+2+16,0.394530414792,0.018222670471
3,0+2+17,0.394530414792,0.018222670471
3,0+2+18,0.394530414792,0.018222670471
3,0+2+19,0.394530414792,0.018222670471
3,0+2+20,0.394530414792,0.018222670471
3,0+2+21,0.394530414792,0.018222670471
3,0+2+22,0.394530414792,0.018222670471
3,0+2+23,0.394530414792,0.018222670471
3,0+2+24,0.394530414792,0.018222670471
3,0+2+25,0.394530414792,0.018222670471
3,0+2+26,0.394530414792,0.018222670471
3,0+2+27,0.394530414792,0.018222670471
3,0+2+28,0.394530414792,0.018222670471
3,0+2+29,0.394530414792,0.018222670471
3,0+2+30,0.394530414792,0.018222670471
3,0+2+31,0.394530414792,0.018222670471
3,0+2+32,0.394530414792,0.018222670471
3,0+2+33,0.394530414792,0.018222670471
3,0+3+4,0.394530414792,0.018222670471
3,0+3+5,0.394530414792,0.018222670471
3,0+3+6,0.394530414792,0.018222670471
3,0+3+7,0.394530414792,0.018222670471
3,0+3+8,0.394530414792,0.018222670471
3,0+3+9,0.394530414792,0.018222670471
3,0+3+10,0.394530414792,0.018222670471
3,0+3+11,0.394530414792,0.018222670471
3,0+3+12,0.394530414792,0.018222670471
3,0+3+13,0.394530414792,0.018222670471
3,0+3+14,0.394530414792,0.018222670471
3,0+3+15,0.394530414792,0.018222670471
3,0+3+16,0.394530414792,0.018222670471
3,0+3+17,0.394530414792,0.018222670471
3,0+3+18,0.394530414792,0.018222670471
3,0+3+19,0.394530414792,0.018222670471
3,0+3+20,0.394530414792,0.018222670471
3,0+3+21,0.394530414792,0.018222670471
